Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,pChEMBL Value,Assay ChEMBL ID,Assay Description,Cell Name,InChIKey,Incubation Time Hours,Property Measured,Assay
CHEMBL4289873,,Cn1ccc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccc(F)cc5)c4=O)cc3F)ccnc21,IC50,5.88,CHEMBL4252885,Antiproliferative activity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,XUCISSARDQCVDI-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL4278984,,Cn1ccc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccccc5)c4=O)cc3)ccnc21,IC50,5.3,CHEMBL4252885,Antiproliferative activity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,HEXNNTWGHZWZTQ-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL4288088,,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cc2cccnc2n(-c2ccc(Br)cc2)c1=O,IC50,5.82,CHEMBL4252885,Antiproliferative activity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,FVZDXCVIWBCBLL-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL4282597,,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)cc1)c1cc2cccnc2n(-c2ccccc2)c1=O,IC50,5.8,CHEMBL4252885,Antiproliferative activity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,RVDUZURNNZCDII-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL5428849,,NCCCCNCCCNC(=O)c1csc(-c2csc(CCN)n2)n1,IC50,4.43,CHEMBL5351368,Antiproliferative activity against human U87 cells incubated for 72 hrs by WST-1 assay,U-87MG ATCC,UIHHDALTZVAFSF-UHFFFAOYSA-N,72.0,Antiproliferative activity,WST-1
CHEMBL4575344,,CN(CCNCc1ccccn1)CCNCc1ccccn1,IC50,5.17,CHEMBL4381289,Antiproliferative activity against human LN229 cells assessed as reduction in cell viability incubated for 48 hrs by cell titer-glo assay,LN-229,CHFNQDVXSWSOSP-UHFFFAOYSA-N,48.0,Antiproliferative activity,cell titer-glo
CHEMBL4527563,,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,IC50,7.3,CHEMBL5365273,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth measured after 72 hrs by CTG assay,U-87MG ATCC,HLTLYKPFSSMNIF-UHFFFAOYSA-N,72.0,Antiproliferative activity,CTG
CHEMBL237858,,CC1CN(C(=O)c2ccccc2)CCN1S(=O)(=O)c1c[nH]c2c(-c3cccnc3)nccc12,IC50,6.19,CHEMBL902989,Antiviral activity against HIV1 pseudovirus in U87 cells expressing CD4 and CCR5 after 72 hrs by M33 pseudotyped assay,U-87MG ATCC,SRBILTJOWAUJHB-UHFFFAOYSA-N,72.0,Antiviral activity,M33 pseudotyped
CHEMBL3785796,,COc1cc(/C=C/C(=O)OCCCc2cc(OC)c3c(c2)[C@@H](CO)[C@H](c2cc(OC)c(O[C@H](CO)[C@H](O)c4ccc(O)c(OC)c4)c(OC)c2)O3)ccc1O,IC50,4.74,CHEMBL3792217,Cytotoxicity against human XF498 cells by SRB assay,XF 498,TXCVWSBILJVFSH-XWRZMSEUSA-N,,Cytotoxicity,SRB
CHEMBL5184582,,C[C@@H]1C2CCCC3CC[C@]4(C)OO[C@]32[C@H](O[C@@H]1OCCCN=C=S)O4,IC50,5.13,CHEMBL5141030,Antiproliferative activity against human U-87 MG cells assessed as inhibitionof cell growth incubated for 24 to 72 hrs by MTT assay,U-87MG ATCC,BWVBJFMFARXZSB-FHRQGKHISA-N,72.0,Antiproliferative activity,MTT
CHEMBL5619479,,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(c1c[nH]c2cccc(F)c12)c1c[nH]c2cccc(F)c12,IC50,4.66,CHEMBL5616776,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth incubated for 68 hrs by CCK-8 assay,U-87MG ATCC,NCEYYCYQKDMNMV-SANMLTNESA-N,68.0,Antiproliferative activity,CCK-8
CHEMBL5619198,,CCCCCCCCCCOC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,IC50,4.7,CHEMBL5616776,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth incubated for 68 hrs by CCK-8 assay,U-87MG ATCC,OAHWQNOGENVZIW-QNGWXLTQSA-N,68.0,Antiproliferative activity,CCK-8
CHEMBL244424,,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)Cc1cc2c(cc1[N+](=O)[O-])OCO2)C(N)=O,IC50,4.5,CHEMBL906315,Cytotoxicity against SF295 cells,SF295,AKKCHMMHCPYTQV-ZDUSSCGKSA-N,,Cytotoxicity,Unspecified
CHEMBL244422,,CC(C)C[C@H](NC(=O)Cc1cc2c(cc1[N+](=O)[O-])OCO2)C(N)=O,IC50,4.72,CHEMBL906315,Cytotoxicity against SF295 cells,SF295,DXIGNJWPGZGXNB-JTQLQIEISA-N,,Cytotoxicity,Unspecified
CHEMBL5273431,,Cn1ccc(NC(=O)Nc2ccc(-c3nc(-c4ccc(CN5CCN(S(C)(=O)=O)CC5)s4)nc(N4CCOCC4)n3)cc2)n1,IC50,6.62,CHEMBL5240755,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay,U-87MG ATCC,CFZSBYXRCFGDLU-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL2392821,,COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5ccc(C)cc5)nc5ccc(F)cc45)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,IC50,5.7,CHEMBL2395923,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,JPILOKCQOSEJCY-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL2392956,,COc1ccc(-c2cc(C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCCCC6)c(OC)cc45)c(F)c3)c3ccccc3n2)cc1,IC50,5.87,CHEMBL2395923,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,AINVSYIOEHAUFN-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL2392954,,COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5cccc(Cl)c5)nc5ccc(F)cc45)cc3F)ccnc2cc1OCCCN1CCOCC1,IC50,5.97,CHEMBL2395923,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,CBQVYYAOAXGPTL-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL2392822,,COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5ccccc5)nc5ccc(F)cc45)cc3F)ccnc2cc1OCCCN1CCCC1,IC50,6.02,CHEMBL2395923,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,JOVWHEAGFGXIPE-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL2392820,,COc1cccc(-c2cc(C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCC(C)CC6)c(OC)cc45)c(F)c3)c3cc(F)ccc3n2)c1,IC50,6.08,CHEMBL2395923,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,BGNDGDOLSKHSRL-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL2392959,,COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5cccc(Cl)c5)nc5ccccc45)cc3F)ccnc2cc1OCCCN1CCCCC1,IC50,6.82,CHEMBL2395923,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,RLOWINIQUHNWJO-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL5184353,,CCOc1c(OC)cc(C2C(C#N)=C(N)Oc3c2ccc2ccccc32)cc1OC,IC50,7.97,CHEMBL5131359,Cytotoxicity against human U-87 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay,U-87MG ATCC,MFWGVEDLBIPFGB-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL5198083,,C=CCOc1c(OC)cc(C2C(C#N)=C(N)Oc3c2ccc2ccccc32)cc1OC,IC50,8.24,CHEMBL5131359,Cytotoxicity against human U-87 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay,U-87MG ATCC,LOSDQHCJIMFLOV-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL501411,SPINOSYN A,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1,IC50,4.01,CHEMBL4628637,Antiproliferative activity against human U87MG cells incubated for 48 hrs,U-87MG ATCC,SRJQTHAZUNRMPR-UYQKXTDMSA-N,48.0,Antiproliferative activity,Unspecified
CHEMBL2206906,,COCCOc1cnc(Nc2cnc(Cl)c(NS(C)(=O)=O)c2)c(-c2nc(C)nc(N)n2)c1,IC50,8.11,CHEMBL2214063,Inhibition of PI3K in human U87MG cells assessed as inhibition of Akt phosphorylation,U-87MG ATCC,LPQNHUUMWHCKNU-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL2206903,,COc1cnc(Nc2cnc(Cl)c(NS(C)(=O)=O)c2)c(-c2nc(C)nc(N)n2)c1,IC50,8.41,CHEMBL2214063,Inhibition of PI3K in human U87MG cells assessed as inhibition of Akt phosphorylation,U-87MG ATCC,FMNSKWKSXFWJNP-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL2206902,,Cc1nc(N)nc(-c2cc(Cl)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N3CCOCC3)c2)n1,IC50,6.61,CHEMBL2214063,Inhibition of PI3K in human U87MG cells assessed as inhibition of Akt phosphorylation,U-87MG ATCC,OMAOPVVDUUYSAR-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL2206901,,COCCN(C)S(=O)(=O)Nc1cc(Nc2ncc(Cl)cc2-c2nc(C)nc(N)n2)cnc1Cl,IC50,7.28,CHEMBL2214063,Inhibition of PI3K in human U87MG cells assessed as inhibition of Akt phosphorylation,U-87MG ATCC,GLCIVEQBDOXJQU-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL2206917,,Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)N3CCOCC3)c2)n1,IC50,7.07,CHEMBL2214063,Inhibition of PI3K in human U87MG cells assessed as inhibition of Akt phosphorylation,U-87MG ATCC,AZUIZZBFQBKTCG-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL2206916,,Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C(C)C)c2)n1,IC50,6.39,CHEMBL2214063,Inhibition of PI3K in human U87MG cells assessed as inhibition of Akt phosphorylation,U-87MG ATCC,KRDRDADGCWRDPV-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL2206915,,Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,IC50,7.6,CHEMBL2214063,Inhibition of PI3K in human U87MG cells assessed as inhibition of Akt phosphorylation,U-87MG ATCC,BRCRBCBCOVSRKR-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL4868061,,Cc1cccc(Nc2ccccc2C(=O)NCCc2c[nH]c3ccccc23)c1,IC50,4.63,CHEMBL4826561,Antiproliferative activity against human U-87 MG cells assessed as growth inhibition incubated for 72 hrs by CCK-8 assay,U-87MG ATCC,XYBCHHOMYORUSX-UHFFFAOYSA-N,72.0,Antiproliferative activity,CCK-8
CHEMBL4778600,,Oc1c(C(c2ccc(F)cc2)N2CCCCC2)ccc2cncnc12,IC50,4.5,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,IFAUDODREFDNNI-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL4757693,,Oc1c(C(c2ccc(F)cc2)N2CCNCC2)ccc2cncnc12,IC50,4.36,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,PSTLKJQTFBBOPN-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL4785968,,Oc1cc2c(cc1C(c1ccc(F)cc1)N1CCCCC1)OCCO2,IC50,6.0,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,GVIIALXPLGHLMC-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL4791006,,COc1cccc(C(c2cc3c(cc2O)OC(F)(F)O3)N2CCOCC2)c1OC,IC50,4.4,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,ZLRIEFNTOOLHMU-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL4776561,,Oc1cc2c(cc1C(c1ccc(F)cc1)N1CCCCC1)CCC2,IC50,4.89,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,NUDOUHHYOQUTRX-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL4798777,,Oc1ccc2scnc2c1C(c1ccc(F)cc1)N1CCCCC1,IC50,6.0,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,YNJFTLBKDAEMQY-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL2180729,,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1ccc2ccccc21)c1cccc(F)c1,IC50,6.43,CHEMBL2188258,Inhibition of IDH1 R132H mutant expressed in human U87 cells assessed as inhibition of 2-hydroxyglutarate production after 48 hrs by LC/MS analysis,U-87MG ATCC,SKKKGQUKKUZJRL-UHFFFAOYSA-N,132.0,Unspecified,Unspecified
CHEMBL2297273,,COc1cc(OC)c2c(NC3CCCCC3)cc(-c3ccccc3)nc2c1,IC50,5.22,CHEMBL3070030,Antitumor activity against Homo sapiens (human) LN229 cells assessed as inhibition of cell viability after 72 hr by MTT assay,LN-229,YPHABYOXTFGEGV-UHFFFAOYSA-N,72.0,Unspecified,MTT
CHEMBL2297270,,COc1cc(OC)c2c(N3CCCCC3)cc(-c3ccccc3)nc2c1,IC50,4.18,CHEMBL3070030,Antitumor activity against Homo sapiens (human) LN229 cells assessed as inhibition of cell viability after 72 hr by MTT assay,LN-229,FEDOBZBQUWXHKG-UHFFFAOYSA-N,72.0,Unspecified,MTT
CHEMBL1615183,,Cc1nc(N)nc(-n2c(Nc3cc[nH]n3)nc3ccccc32)n1,IC50,6.78,CHEMBL2175548,Inhibition of mTORC1-mediated pS6 Ser240/244-phosphorylation in human U87MG cells,U-87MG ATCC,DMMFPXAFVNDPCA-UHFFFAOYSA-N,,Unspecified,Unspecified
CHEMBL3594269,,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)C1Sc1ccccc1,IC50,6.05,CHEMBL5104518,Cytotoxicity against human SF-295 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,SF295,XTAGJHBSEWJYBQ-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL221644,,CC1(C)CCC2=C(O1)c1ccccc1/C(=N/O)C2=O,IC50,5.46,CHEMBL5104518,Cytotoxicity against human SF-295 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,SF295,ZYGJOALPFNIQHK-VBKFSLOCSA-N,72.0,Cytotoxicity,MTT
CHEMBL5185867,,O=C1C(=O)c2c(O)cccc2C2=C1CCC(c1ccc(Cl)cc1)O2,IC50,6.77,CHEMBL5104518,Cytotoxicity against human SF-295 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,SF295,OLSKPZUKOJUJHV-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL2430036,,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@]4(C)[C@H]5CC=C6[C@@H]7[C@H](O)C(C)(C)CC[C@]7(C(=O)O)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)OC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,IC50,4.24,CHEMBL2433427,Cytotoxicity against human U87MG cells assessed as cell viability after 72 hrs by MTT assay,U-87MG ATCC,YYNGQYRUWXEJIJ-ZNTOFBKISA-N,72.0,Cytotoxicity,MTT
CHEMBL5181773,,CN(Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1)C(=O)CCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC(=O)O)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,IC50,4.82,CHEMBL5136479,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by alamar blue assay,U-87MG ATCC,RGFTYPLHNYSHCT-UHFFFAOYSA-O,72.0,Cytotoxicity,alamar blue
CHEMBL4749385,,CC(C)(C)OC(=O)N1CCC2(C(=O)Nc3ccccc32)C1c1cccc(-c2cc(F)c(CO)c(S(C)(=O)=O)c2)c1,IC50,5.07,CHEMBL4686885,Antiproliferative activity against human U87 cells overexpressing EGFR variant III measured after 7 days by CCK8 assay,U-87MG ATCC,HYQGRYRHNUHTJF-UHFFFAOYSA-N,168.0,Antiproliferative activity,CCK8
CHEMBL1800961,,C[C@H](Cc1ccc2ccccc2c1)NC[C@H](O)c1cc(O)cc(O)c1,IC50,8.72,CHEMBL3887982,"Mitogenesis inhibition method: To measure beta2-AR mediated inhibition of mitogenesis, HEK-beta2-AR, 1321N1 or U87MG cells were seeded in a 96-well plate at approximately 5,000 cells/well. After 48 hours, the wells were rinsed twice and the medium was replaced with fresh medium containing 10 uL of drug in sterile water. After another 24 hours of incubation at 37° C., 0.25 uCi of [3H]-thymidine was added to each well. The cells were incubated for an additional 2 hours at 37° C., at which point 10 uL of 10x trypsin was added, and the resuspended cells were harvested using a Tomtec 96 harvester through glass fiber filters.",U-87MG ATCC,LGUXLVJQUKRZBO-SZNDQCEHSA-N,48.0,Unspecified,Unspecified
CHEMBL1800963,,COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(O)cc(O)c2)c2ccccc12,IC50,8.4,CHEMBL3887982,"Mitogenesis inhibition method: To measure beta2-AR mediated inhibition of mitogenesis, HEK-beta2-AR, 1321N1 or U87MG cells were seeded in a 96-well plate at approximately 5,000 cells/well. After 48 hours, the wells were rinsed twice and the medium was replaced with fresh medium containing 10 uL of drug in sterile water. After another 24 hours of incubation at 37° C., 0.25 uCi of [3H]-thymidine was added to each well. The cells were incubated for an additional 2 hours at 37° C., at which point 10 uL of 10x trypsin was added, and the resuspended cells were harvested using a Tomtec 96 harvester through glass fiber filters.",U-87MG ATCC,MLQLUFQBFMFXJO-SZNDQCEHSA-N,48.0,Unspecified,Unspecified
CHEMBL5624772,,O=C(CBr)N1CCN(Cc2ccccc2)C12COC2,IC50,4.84,CHEMBL5622705,Antiproliferative activity against human U87 cells assessed as cell viability measured after 72 hrs by MTT assay,U-87MG ATCC,IJUVLJPFJOOTMB-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL5629911,,COc1ccc(C(=O)/C=C/c2cccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)c2)c(OC)c1OC,IC50,5.7,CHEMBL5622705,Antiproliferative activity against human U87 cells assessed as cell viability measured after 72 hrs by MTT assay,U-87MG ATCC,YJIUFCQCXZCPCY-WYMLVPIESA-N,72.0,Antiproliferative activity,MTT
CHEMBL5630884,,COc1cc(C(=O)/C=C/c2cccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)c2)cc(OC)c1OC,IC50,5.66,CHEMBL5622705,Antiproliferative activity against human U87 cells assessed as cell viability measured after 72 hrs by MTT assay,U-87MG ATCC,KXLZHAYSAFHCAT-OUKQBFOZSA-N,72.0,Antiproliferative activity,MTT
CHEMBL5630623,,O=C(/C=C/c1ccc(C(=O)N2CCN(Cc3ccccc3)C23COC3)o1)c1ccncc1,IC50,4.98,CHEMBL5622705,Antiproliferative activity against human U87 cells assessed as cell viability measured after 72 hrs by MTT assay,U-87MG ATCC,VROPXIBVQDNQDY-SOFGYWHQSA-N,72.0,Antiproliferative activity,MTT
CHEMBL5630621,,O=C(/C=C/c1ccncc1)c1ccc(C(=O)N2CCN(Cc3ccccc3)C23COC3)cc1,IC50,5.52,CHEMBL5622705,Antiproliferative activity against human U87 cells assessed as cell viability measured after 72 hrs by MTT assay,U-87MG ATCC,HWKVFCNTYRXRDC-IZZDOVSWSA-N,72.0,Antiproliferative activity,MTT
CHEMBL5426265,,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1N(Cc1cc2ccc(O)cc2oc1=O)S(=O)(=O)c1ccc(F)cc1F,IC50,7.96,CHEMBL5365273,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth measured after 72 hrs by CTG assay,U-87MG ATCC,FMBOZAUZAYJAQV-UHFFFAOYSA-N,72.0,Antiproliferative activity,CTG
CHEMBL2385195,,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5C(F)(F)F)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCC1,IC50,6.46,CHEMBL2390322,Cytotoxicity against c-Met-dependent human U87MG cells assessed as growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,FDCKDXZISZRERO-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL5409120,,COc1cc(/C=C/c2cc(O)c3c(c2)OC(C)(C)CC3)cc2c1O[C@]1(C)CC[C@@H](OC=O)C(C)(C)[C@H]1C2,IC50,6.42,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,OPHLMZMHCHXHFP-QODMNUCZSA-N,72.0,Antiproliferative activity,CellTiter-Glo luminescent
CHEMBL5433829,,COc1cc(/C=C/c2cc(O)c3c(c2)OC(C)(C)CC3)cc2c1O[C@]1(C)C[C@@H](OC=O)[C@@H](OC=O)C(C)(C)[C@H]1C2,IC50,6.3,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,FIHDOLOFALIBNB-XDOKPFJCSA-N,72.0,Antiproliferative activity,CellTiter-Glo luminescent
CHEMBL4641079,,Nc1ncnn2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc(-c3ccsc3)c12,IC50,4.24,CHEMBL4627083,Antiproliferative activity against human LN229 cells assessed as reduction in cell viability incubated for 72 hrs by IncuCyte live-cell imaging assay,LN-229,NJZNRDNBXVDDEO-ZRJCITRHSA-N,72.0,Antiproliferative activity,IncuCyte live-cell imaging
CHEMBL4640055,,Cc1noc(C)c1-c1cnc(N)c(Oc2ccc(C(=O)Nc3ccccc3)cc2)n1,IC50,4.58,CHEMBL4623065,Antiproliferative activity against human U87 cells assessed as cell growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,LOZVEFLIYFPCMV-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL4635455,,Cn1cc(-c2cnc(N)c(Oc3ccc(C(=O)Nc4ncccc4Cl)cc3)n2)cn1,IC50,4.42,CHEMBL4623065,Antiproliferative activity against human U87 cells assessed as cell growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,ADAPNHDAVCDSDS-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL4859691,,C[C@H]1[C@@H](O[C@@H]2CC[C@@]3(C)[C@@H](C2)C[C@H](O)[C@@H]2[C@@H]3CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,6.38,CHEMBL4830288,Anticancer activity against human U-87 MG cells assessed as inhibition of cell proliferation measured after 72 hrs by CCK8 reagent assay,U-87MG ATCC,ZTPKCMSHVVATOJ-JHWQQEMVSA-N,72.0,Anticancer activity,CCK8 reagent
CHEMBL4792320,,N#Cc1c(N2CCOCC2)sc(-c2nc[nH]n2)c1-c1ccc(NC(=O)N/N=C/c2ccco2)cc1,IC50,4.91,CHEMBL4769548,Antiproliferative activity against human U87MG cells harboring PTEN deletion assessed as reduction in cell viability after 3 days by CellTiter-Glo luminescence assay,U-87MG ATCC,LWCWWDARQBRUKC-LGJNPRDNSA-N,72.0,Antiproliferative activity,CellTiter-Glo luminescence
CHEMBL4286444,,Cc1cc(=O)c(O)c(C(c2ccc(CCc3ccccc3)cc2)c2oc(C)cc(=O)c2O)o1,IC50,4.57,CHEMBL4258445,Antiproliferative activity against human U87 cells by MTT assay,U-87MG ATCC,UEJPIJRIQVWZCA-UHFFFAOYSA-N,,Antiproliferative activity,MTT
CHEMBL5440334,,C=C1C(=O)N(c2cc(OC)c(OC)c(OC)c2)[C@H]1c1ccc(OC)c(/C=C/C(=O)NO)c1,IC50,7.14,CHEMBL5328891,Antiproliferative activity against human U-87 MG cells incubated for 48 hrs by MTT assay,U-87MG ATCC,PVWHETLDZLZCTN-WFNSPDMASA-N,48.0,Antiproliferative activity,MTT
CHEMBL4293082,,CC1(C)[C@@H](OC(N)=O)[C@H]2O[C@H]2[C@]2(C=O)[C@H]3CC[C@]4(C)[C@@H](c5ccc(=O)oc5)[C@@H](Cl)C[C@]4(O)C3=CC[C@@H]12,EC50,8.19,CHEMBL4269852,Cytotoxicity against human U87MG cells assessed as decrease in cell viability after 72 hrs by MTS assay,U-87MG ATCC,PRWPKNOLVLDXSO-OYFNOYEBSA-N,72.0,Cytotoxicity,MTS
CHEMBL4280528,,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(CCOC(=O)c3ccccc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,IC50,5.82,CHEMBL4272593,Antiproliferative activity against human U87 cells after 72 hrs by MTT assay,U-87MG ATCC,RCXHJQPQDDODGW-AMERCFFHSA-N,72.0,Antiproliferative activity,MTT
CHEMBL4282461,,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(CNC(=O)/C=C/c3ccccc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,IC50,5.53,CHEMBL4272593,Antiproliferative activity against human U87 cells after 72 hrs by MTT assay,U-87MG ATCC,SOAATGVSBYXULL-SLJYEFRKSA-N,72.0,Antiproliferative activity,MTT
CHEMBL4798940,,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,IC50,6.35,CHEMBL4687828,Cytotoxicity in human U87 cells assessed as reduction in cell viability incubated for 2 hrs by Cell-titer-blue assay,U-87MG ATCC,DNZPQXXGAMXDHH-FCNQEGBTSA-N,2.0,Cytotoxicity,Cell-titer-blue
