Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,pChEMBL Value,Assay ChEMBL ID,Assay Description,Cell Name,InChIKey
CHEMBL1224279,,C=C(CO)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](NCc6ccc7c(c6)OCO7)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,IC50,4.14,CHEMBL1225662,Cytotoxicity against human LN229 cells after 72 hrs by MTS assay,LN-229,ZEAZBNWVIIXFJZ-JNLDGDHFSA-N
CHEMBL1224363,,C=C(CNCCO)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(NCc6ccc7c(c6)OCO7)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,IC50,4.5,CHEMBL1225662,Cytotoxicity against human LN229 cells after 72 hrs by MTS assay,LN-229,JFJDNAMZIYNXPC-CNHRZFDUSA-N
CHEMBL1269453,,COCOc1cc(/C=C/c2cc3c(c(OC)c2)O[C@]2(C)CC[C@@H](O)C(C)(C)[C@H]2C3)cc(OC)c1C/C=C(\C)C/C=C/C(C)COC(=O)CCCC[C@H]1SC[C@H]2NC(=O)N[C@H]21,EC50,5.57,CHEMBL1273920,Cytotoxicity against human SF295 cells,SF295,MYAJMYWMOPXPGG-IYWZCBGFSA-N
CHEMBL1269454,,COCOc1cc(/C=C/c2cc3c(c(OC)c2)O[C@]2(C)CC[C@@H](O)C(C)(C)[C@H]2C3)cc(OC)c1C/C=C(\C)C/C=C/C(C)CNC(=O)CCCC[C@H]1SC[C@H]2NC(=O)N[C@H]21,EC50,5.96,CHEMBL1273920,Cytotoxicity against human SF295 cells,SF295,NEFHRHHZCAEVPZ-IYWZCBGFSA-N
CHEMBL4062767,,C=C(c1ccc(OC)cc1)c1cc(C)cc2ccccc12,IC50,6.85,CHEMBL4006122,Cytotoxicity against human U87 cells assessed as decrease in cell growth after 72 hrs by resazurin dye-based fluorimetric method,U-87MG ATCC,DBNFLZAGLUSXCU-UHFFFAOYSA-N
CHEMBL498271,,C=C(c1ccc(OC)c(O)c1)c1cc(OC)c(OC)c(OC)c1,IC50,8.11,CHEMBL4006122,Cytotoxicity against human U87 cells assessed as decrease in cell growth after 72 hrs by resazurin dye-based fluorimetric method,U-87MG ATCC,CNGKIRSNRQSORA-UHFFFAOYSA-N
CHEMBL2164695,,Cc1c2c(cc[n+]1Cc1ccc(F)cc1)c1ccc(OCc3ccc(F)cc3)cc1n2Cc1ccc(F)cc1.[Br-],IC50,4.85,CHEMBL2166484,Growth inhibition of human T98G cells after 3 days by MTT assay,T98G,CHTGQWXZLQUCQI-UHFFFAOYSA-M
CHEMBL2164718,,Cc1c2c(cc[n+]1Cc1ccc(F)cc1)c1ccc(OCc3ccccc3)cc1n2Cc1ccccc1.[Br-],IC50,6.22,CHEMBL2166484,Growth inhibition of human T98G cells after 3 days by MTT assay,T98G,HDGXFFZEDXJLJV-UHFFFAOYSA-M
CHEMBL2164716,,Cc1c2c(cc[n+]1Cc1ccccc1)c1ccc(OCc3ccccc3)cc1n2Cc1ccccc1.[Br-],IC50,6.32,CHEMBL2166484,Growth inhibition of human T98G cells after 3 days by MTT assay,T98G,SEZZOMVRRQGVSJ-UHFFFAOYSA-M
CHEMBL1645544,,C=CCOc1ccc2c(c1)[nH]c1c(C)nccc12,IC50,4.5,CHEMBL2166484,Growth inhibition of human T98G cells after 3 days by MTT assay,T98G,JBSMSTGKQFHUBO-UHFFFAOYSA-N
CHEMBL1822932,,CCCCOc1c(OC)ccc2cc(C(=O)NCC(F)c3ccccc3)c(=O)[nH]c12,Ki,9.1,CHEMBL1825306,Displacement of [3H]CP-55940 from human CB2 receptor expressed in human U87 cells after 1 hr by scintillation counting,U-87MG ATCC,FNTMGRNAIKUGDA-UHFFFAOYSA-N
CHEMBL125395,,COc1ccc2nc3c4c(nccc4c2c1)-c1ncccc1C3=O,IC50,7.16,CHEMBL815875,In vitro cytotoxicity against human glioblastomas cell line U87MG.,U-87MG ATCC,LSUJEFUOJJOYDR-UHFFFAOYSA-N
CHEMBL1164496,,COc1ccc(-c2nnn(CCCCCCCn3nnc(-c4ccc(OC)c(OC)c4)n3)n2)cc1OC,IC50,4.4,CHEMBL1169033,Anticancer activity against human T98G cells after 24 hrs by MTT assay,T98G,KKLBOXOFXWBVGV-UHFFFAOYSA-N
CHEMBL1163276,,O=C(OCc1cc(COC(=O)c2ccc(O)c(F)c2)cc(COC(=O)c2ccc(O)c(F)c2)c1)c1ccc(O)c(F)c1,IC50,4.43,CHEMBL1169033,Anticancer activity against human T98G cells after 24 hrs by MTT assay,T98G,FWATVAIBJMWBSG-UHFFFAOYSA-N
CHEMBL1163275,,COc1cc(C(=O)OCc2cc(COC(=O)c3ccc(O)c(OC)c3)cc(COC(=O)c3ccc(O)c(OC)c3)c2)ccc1O,IC50,4.55,CHEMBL1169033,Anticancer activity against human T98G cells after 24 hrs by MTT assay,T98G,SRTMPHPQVYKQHX-UHFFFAOYSA-N
CHEMBL1164563,,COc1cc(C(=O)OCCCCCCOC(=O)c2ccc(O)c(OC)c2)ccc1O,IC50,4.25,CHEMBL1169033,Anticancer activity against human T98G cells after 24 hrs by MTT assay,T98G,HMQDKFDLCCFFNU-UHFFFAOYSA-N
CHEMBL253178,,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(O)c2)c(OC)c1,IC50,8.15,CHEMBL926537,Antitumor activity against human U87 cells by trypan blue exclusion assay,U-87MG ATCC,GHPUSRLWNSTQIK-BQYQJAHWSA-N
CHEMBL2419667,,COc1cc2c(Oc3ccc(NC(=O)N/N=C/c4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCCCC1,IC50,7.75,CHEMBL2421440,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,XHBKQWXDUHRNOS-HASSKWOGSA-N
CHEMBL1171448,CIRENSENOSIDE O,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,IC50,4.86,CHEMBL2433427,Cytotoxicity against human U87MG cells assessed as cell viability after 72 hrs by MTT assay,U-87MG ATCC,QDUNASUIHMLOJM-VYEWMGKISA-N
CHEMBL2430034,,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O[C@@H]9OC[C@@H](O)[C@H](O)[C@H]9O)[C@H]8O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,IC50,4.76,CHEMBL2433427,Cytotoxicity against human U87MG cells assessed as cell viability after 72 hrs by MTT assay,U-87MG ATCC,ZPSFHHIZWMURAT-GSDJGKHLSA-N
CHEMBL2397982,,COc1ccc(NS(=O)(=O)/C=C/c2c(OC)cc(OC)cc2OC)cc1,IC50,6.64,CHEMBL2400497,Cytotoxicity against human U87 cells after 96 hrs by sulforhodamine B assay,U-87MG ATCC,CNXODVDGIBSDFK-MDZDMXLPSA-N
CHEMBL192687,,Oc1cc(-c2ccccc2)nc2c1ccc1[nH]ccc12,IC50,4.0,CHEMBL833357,Cytotoxic activity against human tumor A-172 cell line,A-172,UNOZBASOWIOTMS-UHFFFAOYSA-N
CHEMBL1230609,FORETINIB,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,IC50,5.97,CHEMBL3293741,Cytotoxicity against human U87MG cells assessed as inhibition of cell growth after 72 hrs by MTT assay,U-87MG ATCC,CXQHYVUVSFXTMY-UHFFFAOYSA-N
CHEMBL240954,,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@@H](O)[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@H]1C,IC50,5.32,CHEMBL2363720,SANGER: Inhibition of human A172 cell growth in a cell viability assay.,A-172,SXOZSDJHGMAEGZ-IGKKHSBFSA-N
CHEMBL1091644,LINSITINIB,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,IC50,4.39,CHEMBL2363720,SANGER: Inhibition of human A172 cell growth in a cell viability assay.,A-172,PKCDDUHJAFVJJB-VLZXCDOPSA-N
CHEMBL191384,,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1,IC50,5.67,CHEMBL2363720,SANGER: Inhibition of human A172 cell growth in a cell viability assay.,A-172,AVLYNJZZQYEFEA-XDJHFCHBSA-N
CHEMBL3545252,DOCETAXEL,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,IC50,8.79,CHEMBL2363720,SANGER: Inhibition of human A172 cell growth in a cell viability assay.,A-172,XCDIRYDKECHIPE-QHEQPUDQSA-N
CHEMBL34259,METHOTREXATE,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,IC50,5.72,CHEMBL2363720,SANGER: Inhibition of human A172 cell growth in a cell viability assay.,A-172,FBOZXECLQNJBKD-ZDUSSCGKSA-N
CHEMBL98,VORINOSTAT,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,4.68,CHEMBL2363811,SANGER: Inhibition of human U-87-MG cell growth in a cell viability assay.,U-87MG ATCC,WAEXFXRVDQXREF-UHFFFAOYSA-N
CHEMBL2041933,AZD-7762,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,IC50,5.92,CHEMBL2363811,SANGER: Inhibition of human U-87-MG cell growth in a cell viability assay.,U-87MG ATCC,IAYGCINLNONXHY-LBPRGKRZSA-N
CHEMBL110525,,CCOC(=O)c1cnc2c(c1)-c1nc3ccccc3c3ccnc(c13)C2=O,IC50,7.16,CHEMBL878023,In vitro inhibition of U-87 MG (human glioblastoma) cell growth.,U-87MG ATCC,NJGLKAOBESXCHS-UHFFFAOYSA-N
CHEMBL87506,,CCOC(=O)Cn1c(=O)c(-c2ccc(OC)cc2)cc2c(OC)cc(OC)cc21,IC50,5.0,CHEMBL620413,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay,A-172,RRACHVADVPJIDE-UHFFFAOYSA-N
CHEMBL87506,,CCOC(=O)Cn1c(=O)c(-c2ccc(OC)cc2)cc2c(OC)cc(OC)cc21,IC50,5.0,CHEMBL815080,Cytotoxicity against U-87 MG glioblastomas using MTT colorimetric assay,U-87MG ATCC,RRACHVADVPJIDE-UHFFFAOYSA-N
CHEMBL316130,,COc1ccc(-c2cc3c(OC)cc(OC)cc3n(CCN(C)C)c2=O)cc1,IC50,5.0,CHEMBL815080,Cytotoxicity against U-87 MG glioblastomas using MTT colorimetric assay,U-87MG ATCC,GGCKHBAUSWWNEQ-UHFFFAOYSA-N
CHEMBL220172,,Cc1cc(N2CCC[C@H]2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1,IC50,5.19,CHEMBL920402,Inhibition of cytokine-induced iNOS expressed in human A172 cells assessed as inhibition of NO formation,A-172,LBCGUKCXRVUULK-KRWDZBQOSA-N
CHEMBL220880,,CCc1cc(N2CCC[C@@H]2CC(=O)NCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1,IC50,9.89,CHEMBL920402,Inhibition of cytokine-induced iNOS expressed in human A172 cells assessed as inhibition of NO formation,A-172,QZMBUROFNSSUCP-GOSISDBHSA-N
CHEMBL119,TRIMETREXATE,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,IC50,7.96,CHEMBL815878,Cytotoxic activity was evaluated against U87MG tumor cells,U-87MG ATCC,NOYPYLRCIDNJJB-UHFFFAOYSA-N
CHEMBL85742,,COc1cc(OC)c2cc(-c3ccc(OCc4ccccc4)cc3)c(O)nc2c1,IC50,5.0,CHEMBL815080,Cytotoxicity against U-87 MG glioblastomas using MTT colorimetric assay,U-87MG ATCC,QPBWAIBGHJOAES-UHFFFAOYSA-N
CHEMBL110730,,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc(C)nc3O)CC2)CC1,IC50,8.19,CHEMBL815091,Concentration required to inhibit the entry of HIV-1 reporter virus (ADA) into U-87 cells by 50%,U-87MG ATCC,NSNVDTQEDMRJDI-QCKNELIISA-N
CHEMBL2349385,(2-PHENYL-1H-INDOL-3-YL)METHANOL,OCc1c(-c2ccccc2)[nH]c2ccccc12,EC50,4.52,CHEMBL4007133,Cytotoxicity against human U87 cells assessed as decrease in cell proliferation after 72 hrs by SRB assay,U-87MG ATCC,WWOMARKUBVSTBK-UHFFFAOYSA-N
CHEMBL1760592,,COc1cc(C[C@@H](CO)[C@](O)(CO)Cc2ccc(O)c(OC)c2)ccc1O,IC50,4.56,CHEMBL1763720,Anticancer activity against human XF498 cells by SRB assay,XF 498,INPPVVSEQRZCLJ-MGPUTAFESA-N
CHEMBL2313472,,COc1cc(Sc2c(-c3ccncc3)[nH]c3ccccc23)cc(OC)c1OC,IC50,6.99,CHEMBL2321142,Cytotoxicity against human U87MG cells assessed as cell survival after 24 hrs by MTS conversion assay,U-87MG ATCC,SXKCLXVXENOBLF-UHFFFAOYSA-N
CHEMBL1801204,AZD-8055,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,IC50,6.72,CHEMBL4009784,Antiproliferative activity against human U87 cells after 72 hrs by SRB assay,U-87MG ATCC,KVLFRAWTRWDEDF-IRXDYDNUSA-N
CHEMBL4282544,,CCn1c2ccccc2c2cc(C(=O)c3cccc4ccccc34)ccc21,EC50,5.77,CHEMBL4268949,Cytotoxicity against human T98G cells after 72 hrs by WST-1 assay,T98G,HQBBGYZHBSZKQC-UHFFFAOYSA-N
CHEMBL4292529,,CCn1c2ccccc2c2cc(C(=O)c3ccc(C)c4ccccc34)ccc21,EC50,7.06,CHEMBL4268949,Cytotoxicity against human T98G cells after 72 hrs by WST-1 assay,T98G,JHYURZUKNMASQT-UHFFFAOYSA-N
CHEMBL4284603,,CCn1c2ccccc2c2cc(C(O)c3ccc(C)c4ccccc34)ccc21,EC50,6.25,CHEMBL4268949,Cytotoxicity against human T98G cells after 72 hrs by WST-1 assay,T98G,WWVXNRZZDMWJNK-UHFFFAOYSA-N
CHEMBL3410531,,O=C1/C(=C/c2cccc([N+](=O)[O-])c2)CS(=O)(=O)C/C1=C\c1cccc([N+](=O)[O-])c1,IC50,6.12,CHEMBL3412377,Cytotoxicity against human U87MG cells after 48 hrs by resazurin assay,U-87MG ATCC,OEBPTKPFIJYBCZ-BGPOSVGRSA-N
CHEMBL3410533,,COc1ccc(/C=C2\CS(=O)(=O)C/C(=C\c3ccc([N+](=O)[O-])cc3)C2=O)cc1,IC50,5.68,CHEMBL3412377,Cytotoxicity against human U87MG cells after 48 hrs by resazurin assay,U-87MG ATCC,NWUHGYXUFVOVSZ-OTYYAQKOSA-N
CHEMBL473087,,O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)CCC/C1=C\c1ccc([N+](=O)[O-])cc1,IC50,4.56,CHEMBL3412377,Cytotoxicity against human U87MG cells after 48 hrs by resazurin assay,U-87MG ATCC,IBFHBKDCSZGUSP-UNZYHPAISA-N
CHEMBL4075572,,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O,IC50,4.51,CHEMBL4047157,Cytotoxicity against human U87 cells assessed as reduction in cell viability after 24 hrs by MTT assay,U-87MG ATCC,MJUNOVRHVGCIDZ-RZPOAMPKSA-N
CHEMBL3347578,,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)O,IC50,4.17,CHEMBL4047157,Cytotoxicity against human U87 cells assessed as reduction in cell viability after 24 hrs by MTT assay,U-87MG ATCC,IAOFKRFVYOFYTI-KEQPWATNSA-N
CHEMBL4102380,,CC(C)(C)OC(=O)Nc1ccc2c(c1)C(NC(=O)Nc1cccc(C#N)c1)CC(C)(C)O2,IC50,4.85,CHEMBL4054425,Antiproliferative activity against human T98G cells after 72 hrs by MTT assay,T98G,CJYMCBSCMOLHIE-UHFFFAOYSA-N
CHEMBL2069126,CORNUSALTERIN C,COC(C)(C)/C=C/C[C@H](C)[C@@H]1CC[C@]2(C)[C@@H]3CCC4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,IC50,4.75,CHEMBL1669908,Cytotoxicity against human XF498 cells by SRB assay,XF 498,AHAJUDPVPSLOAM-MCTQLSMQSA-N
CHEMBL53463,DOXORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,IC50,7.75,CHEMBL1103642,Cytotoxicity against human U87MG cells after 48 hrs by [3H]thymidine incorporation assay,U-87MG ATCC,AOJJSUZBOXZQNB-TZSSRYMLSA-N
CHEMBL4459518,,CN(CCOC(=O)/C=C/C(=O)c1ccc(F)cc1)C(C(=O)NC(C)(C)C)c1ccc(F)cc1,IC50,5.01,CHEMBL4362340,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,U-87MG ATCC,RJGWWNVHLMPYEN-BUHFOSPRSA-N
CHEMBL4787717,,COc1cc(C(=O)NC2CCNCC2)ccc1Nc1ncc2scc(-c3ccccc3OC)c2n1,IC50,5.19,CHEMBL4767591,Antiproliferative activity against human U-87MG cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,U-87MG ATCC,PAQTVICEMANNAC-UHFFFAOYSA-N
CHEMBL446591,,COc1cc([C@@H]2c3cc4c(cc3[C@@H](n3cc(CNc5cccc(Cl)c5)nn3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,IC50,6.08,CHEMBL994927,Cytotoxicity against human SF295 cells by sulforhodamine B assay,SF295,IOFPYWWAVQTBSB-ALMBTRMVSA-N
CHEMBL44657,ETOPOSIDE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,IC50,4.88,CHEMBL994927,Cytotoxicity against human SF295 cells by sulforhodamine B assay,SF295,VJJPUSNTGOMMGY-MRVIYFEKSA-N
CHEMBL229727,,COc1cc(OC)c2nc3c(nc2c1)C(=O)c1cnncc1C3=O,IC50,7.48,CHEMBL904567,Anticancer activity against human XF498 cells after 48 hrs by SRB assay,XF 498,ONAIIUROHYQSCU-UHFFFAOYSA-N
CHEMBL5087462,,COc1ccc(NC(=O)c2ccccc2Nc2cccc(Cl)c2C)cc1,IC50,5.32,CHEMBL5033582,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth measured after 72 hrs by CCK-8 assay,U-87MG ATCC,FZEOLZCBYJQGGE-UHFFFAOYSA-N
CHEMBL5082822,,COc1ccc(NC(=O)c2ccccc2Nc2cccc(C)c2C)cc1,IC50,4.13,CHEMBL5033582,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth measured after 72 hrs by CCK-8 assay,U-87MG ATCC,VRMIGBQDTMKLPK-UHFFFAOYSA-N
CHEMBL5076815,,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(OCC(=O)NCc6cn(Cc7ccc(C)cc7)nn6)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,IC50,5.38,CHEMBL5044228,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,YSEVIHSXDAOIMX-VZHCALMGSA-N
CHEMBL301982,CELASTROL,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@]12C,IC50,5.64,CHEMBL5044225,Antiproliferative activity against human A-172 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,A-172,KQJSQWZMSAGSHN-JJWQIEBTSA-N
CHEMBL5090187,,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCc4cn(C)nn4)CC[C@]3(C)CC[C@]12C,IC50,5.5,CHEMBL5044225,Antiproliferative activity against human A-172 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,A-172,GAKKQBFYSNJTAZ-CDKFMWKUSA-N
CHEMBL5091306,,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(OCC(=O)NCc6cn(Cc7ccc(C(C)(C)C)cc7)nn6)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,IC50,5.31,CHEMBL5044228,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,RVEWODMIOUUZJR-CHFKRMNXSA-N
CHEMBL301982,CELASTROL,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@]12C,IC50,5.65,CHEMBL5044228,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,KQJSQWZMSAGSHN-JJWQIEBTSA-N
CHEMBL5080560,,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCc4cn(Cc5ccc(F)cc5)nn4)CC[C@]3(C)CC[C@]12C,IC50,5.66,CHEMBL5044228,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,NSHNVMIURYQLAG-MCLIRCHUSA-N
CHEMBL4777873,,O=C(Nc1ccc(F)cc1)Nc1ccc(Nc2nc(/C=C/c3cccc(Cl)c3)nc(N3CCOCC3)n2)cc1,IC50,5.88,CHEMBL4737465,Antiproliferative activity against human U87 cells assessed as reduction in cell growth incubated for 4 days by cell-titer glo assay,U-87MG ATCC,WPUHLJLOCQBRHP-YIXHJXPBSA-N
CHEMBL4758970,,CN(C)C(=O)c1ccc(NC(=O)Nc2ccc(Nc3nc(/C=C/c4ccccc4)nc(N4CCOCC4)n3)cc2)cc1,IC50,6.28,CHEMBL4737465,Antiproliferative activity against human U87 cells assessed as reduction in cell growth incubated for 4 days by cell-titer glo assay,U-87MG ATCC,AVWRCFPHHWUSFI-CAOOACKPSA-N
CHEMBL244034,,CC(COc1ccc2c3c(oc2c1)C(=O)c1ncccc1C3=O)N(C)C,IC50,7.0,CHEMBL891734,Cytotoxicity against human XF498 cells by SRB assay,XF 498,LEFCTXDNQSIXLV-UHFFFAOYSA-N
CHEMBL575196,,COC(=O)[C@H](Cc1ccc(O)cc1)N/C=C1\C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)/C(=C/N[C@@H](Cc3ccc(O)cc3)C(=O)OC)C(=O)C(O)=C4C(C)C)c(O)c21,IC50,4.49,CHEMBL1037675,Anticancer activity against human U87 cells after 48 hrs by MTT assay,U-87MG ATCC,AFCGYIWULPMWPT-ZXRMINHTSA-N
CHEMBL4436062,,CC(=O)N[C@H](C)[C@@H](O)[C@@H](C)[C@@H]1NC(=O)/C=C/C=C(C)\C=C\[C@]2(C)CCC=C[C@@H]2/C=C(C)/C=C/[C@H]1C,IC50,6.14,CHEMBL4430445,Antiproliferative activity against human SF295 cells assessed as reduction in cell viability by Alamar blue assay,SF295,ZONXPAWDWNRZKV-VEDKGFTPSA-N
CHEMBL3262852,,CN(C)CCn1cnnc1-c1cc(Oc2ccc(NC(=O)N/N=C/c3cccc(Cl)c3Cl)cc2F)ccn1,IC50,4.88,CHEMBL3271571,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,WAXOCTYMPSZMGB-AMVVHIIESA-N
CHEMBL3262861,,CN(C)CCn1cnnc1-c1cc(Oc2ccc(NC(=O)N/N=C/c3ccc(O)cc3O)cc2F)ccn1,IC50,4.81,CHEMBL3271571,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,GBBGXHSEQRXIMO-CCVNUDIWSA-N
CHEMBL3262867,,COc1ccc(/C=N/NC(=O)Nc2ccc(Oc3ccnc(-c4nncn4CCN(C)C)c3)c(F)c2)c(OC)c1,IC50,4.9,CHEMBL3271571,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,DIRAYSYIKRPJSE-OKCVXOCRSA-N
CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,IC50,6.82,CHEMBL4381714,Antiproliferative activity against human U87 cells assessed as reduction in cell viability after 72 hrs by MTT assay,U-87MG ATCC,MWWSFMDVAYGXBV-RUELKSSGSA-N
CHEMBL4450269,,C=C1C(=O)O[C@H]2[C@H]1CC/C(C(=O)OCCOCCOCCOCCOC(=O)/C1=C/CC[C@@]3(C)O[C@H]3[C@H]3OC(=O)C(=C)[C@@H]3CC1)=C\CC[C@@]1(C)O[C@@H]21,IC50,5.04,CHEMBL4381714,Antiproliferative activity against human U87 cells assessed as reduction in cell viability after 72 hrs by MTT assay,U-87MG ATCC,XHHHLVOLGLLDQG-QRDFGAMCSA-N
CHEMBL229004,,O=C1c2cnncc2C(=O)c2nc3cc(C(F)(F)F)ccc3nc21,IC50,6.94,CHEMBL904567,Anticancer activity against human XF498 cells after 48 hrs by SRB assay,XF 498,JUMAJRYRBLTOKZ-UHFFFAOYSA-N
CHEMBL229680,,O=C1C(=O)c2c(nc3ncccn23)-c2ncccc21,IC50,6.86,CHEMBL904567,Anticancer activity against human XF498 cells after 48 hrs by SRB assay,XF 498,ANQNFFOSXIYUIE-UHFFFAOYSA-N
