Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,pChEMBL Value,Assay ChEMBL ID,Assay Description,Cell Name,InChIKey
CHEMBL5283948,,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCNC(=O)c2cc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)ccn2)C(C)(C)C)cc1,IC50,4.91,CHEMBL5239980,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,U-87MG ATCC,DQWLHVNWDUFZCJ-JGTDPZFESA-N
CHEMBL465843,PIPLARTINE,COc1cc(/C=C/C(=O)N2CCC=CC2=O)cc(OC)c1OC,IC50,5.0,CHEMBL5241672,Antiproliferative activity against human U87 cells assessed as cell growth inhibition,U-87MG ATCC,VABYUUZNAVQNPG-BQYQJAHWSA-N
CHEMBL5271581,,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](OC(=O)CCC(=O)NCCCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)/C=C/c4ccc(F)cc4Cl)C(N)=O)C(=O)O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,IC50,7.79,CHEMBL5254512,Antiproliferative activity against human SF-295 cells assessed inhibition of cell growth incubated for 72 hrs by SRB assay,SF295,ZMDKGABGPBZBQT-QUFZNYFDSA-N
CHEMBL5275603,,C[C@H]1[C@H](OCCNC(=O)c2ccc(COc3ccc(/C=C/S(=O)(=O)Nc4ccccc4Cl)cc3)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,7.05,CHEMBL5245427,Antiproliferative activity against human U-87 MG cells,U-87MG ATCC,JMDVEJHAKIXHJA-VHPJKMJMSA-N
CHEMBL5275306,,C[C@H]1[C@H](OCCOc2cccc(/C=C/S(=O)(=O)Nc3ccccc3)c2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,7.3,CHEMBL5245427,Antiproliferative activity against human U-87 MG cells,U-87MG ATCC,MYBTYUMEQPJCTQ-AMYPSBKZSA-N
CHEMBL307261,ARTENIMOL,C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,5.28,CHEMBL5245427,Antiproliferative activity against human U-87 MG cells,U-87MG ATCC,BJDCWCLMFKKGEE-ISOSDAIHSA-N
CHEMBL5397623,,COc1cc(CCc2cc(O)c3c(c2)OC(C)(C)CC3)cc2c1O[C@]1(C)CC[C@@H](OC=O)C(C)(C)[C@H]1C2,IC50,5.83,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,IQJLHDQHDSJGOX-MMXANPLTSA-N
CHEMBL5414661,,Cc1ccc(S(=O)(=O)n2cc(Cc3cc(C)c(O)c(C)c3)c3cc(C#N)ccc32)cc1,IC50,4.52,CHEMBL5374305,Anti-proliferative activity against human U-87 MG cells assessed as cell viability incubated for 2 hrs by CCK8 assay,U-87MG ATCC,WXVURXPNUZJFDV-UHFFFAOYSA-N
CHEMBL5419481,,CCC(=O)n1cc(Cc2cc(C)c(O)c(C)c2)c2ccccc21,IC50,4.0,CHEMBL5374305,Anti-proliferative activity against human U-87 MG cells assessed as cell viability incubated for 2 hrs by CCK8 assay,U-87MG ATCC,COVOZZAUNPLIGT-UHFFFAOYSA-N
CHEMBL1097310,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)N1CCC[C@H]1C(=O)OCC#CCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,IC50,4.87,CHEMBL1111152,Cytotoxicity against human U87 cells after 48 hrs by MTT assay,U-87MG ATCC,NJNRIENLQRRMHI-JGFHVXTRSA-N
CHEMBL4793784,,Cc1cccc(C(C(=O)NC(C)(C)C)N(C)CCOC(=O)/C=C/C(=O)c2ccc(F)cc2)c1,IC50,5.1,CHEMBL4685245,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,U-87MG ATCC,AAOVMOLAQUMBGX-BUHFOSPRSA-N
CHEMBL5401329,,CC(C)=CCc1c(O)cc(/C=C/c2cc3c(c4c2C=CCO4)O[C@]2(C)CC[C@@H](O)C(C)(C)[C@H]2C3)cc1O,IC50,6.32,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,GEOMYVWLNBJOIW-MGWHEABOSA-N
CHEMBL5089770,,Nc1cc(N2CCCC(CO)(CCCc3ccccc3)C2)nc(N)n1,IC50,5.0,CHEMBL5050993,Antiproliferative activity against human U87 cells,U-87MG ATCC,LZETYUWTRRRBAK-UHFFFAOYSA-N
CHEMBL5090697,,Nc1nccc(N2CCC(CO)(CCCc3ccccc3)CC2)n1,IC50,5.4,CHEMBL5050993,Antiproliferative activity against human U87 cells,U-87MG ATCC,XWMNSXWGSICEJS-UHFFFAOYSA-N
CHEMBL5079071,,Cc1cc(N2CCCC(CO)(CCCc3ccccc3)C2)nc(N)n1,IC50,5.1,CHEMBL5050993,Antiproliferative activity against human U87 cells,U-87MG ATCC,CILSBPSVDVVHIX-UHFFFAOYSA-N
CHEMBL53463,DOXORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,IC50,6.32,CHEMBL1055840,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,AOJJSUZBOXZQNB-TZSSRYMLSA-N
CHEMBL1565145,,COc1ccc(C(c2cc3c(cc2O)OCO3)N2CCOCC2)cc1OC,IC50,4.74,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,POUGOEFZYGQTHG-UHFFFAOYSA-N
CHEMBL1490147,,COc1ccc(C(c2cc3c(cc2O)OCO3)N2CCCCC2)cc1,IC50,4.55,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,VXUBMVYKZKUFMX-UHFFFAOYSA-N
CHEMBL4747596,,COc1cccc(C(c2ccc3cccnc3c2O)N2CCOCC2)c1OC,IC50,4.48,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,QPHWILHOQHBVES-UHFFFAOYSA-N
CHEMBL4785141,,Oc1c(C(c2ccc3c(c2)CCC3)N2CCCCC2)ccc2ccoc12,IC50,5.3,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,GWLMNYOYFMJDOR-UHFFFAOYSA-N
CHEMBL4753733,,Oc1c(C(c2ccc(C(F)(F)F)cc2)N2CCCCC2)ccc2ccoc12,IC50,5.3,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,UQOORHXLHLDATJ-UHFFFAOYSA-N
CHEMBL1436701,,COc1cccc(C(c2cc3c(cc2O)OCO3)N2CCOCC2)c1OC,IC50,4.5,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,PKUPFNJHQHKECO-UHFFFAOYSA-N
CHEMBL4641440,,C=C1C(=O)O[C@H]2[C@H]1CCC(/C=N/NC(=S)Nc1ccc(Cl)cc1)=C\CC[C@@]1(C)O[C@@H]21,IC50,4.83,CHEMBL4624828,Antiproliferation activity against human U87MG cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,ZVXBWXYPCFNKFC-QCOVWQHTSA-N
CHEMBL4645051,,C=C1C(=O)O[C@H]2[C@H]1CCC(/C=N/NC(=O)Nc1ccccn1)=C\CC[C@@]1(C)O[C@@H]21,IC50,5.52,CHEMBL4624828,Antiproliferation activity against human U87MG cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,APTONZVHMGOTJT-AICKGTJASA-N
CHEMBL4649423,,C=C1C(=O)O[C@H]2[C@H]1CCC(/C=N/NC(=O)Nc1ccc(OC)cc1)=C\CC[C@@]1(C)O[C@@H]21,IC50,5.5,CHEMBL4624828,Antiproliferation activity against human U87MG cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,AUKMHLNKGDLNTB-FLRPPASCSA-N
CHEMBL4637814,,C=C1C(=O)O[C@H]2[C@H]1CCC(/C=N/NC(=O)NC(C)(C)C)=C\CC[C@@]1(C)O[C@@H]21,IC50,4.85,CHEMBL4624828,Antiproliferation activity against human U87MG cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,NGPVINHTBKPBRU-PJWUZBAESA-N
CHEMBL4748501,,Cc1nn(C)c(Oc2cccc(Br)c2)c1/C=N\CCCCCCOc1cc2oc(=O)cc(C)c2cc1Cl,IC50,5.44,CHEMBL4666153,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,U-87MG ATCC,FWLTXPAKINLDFB-LJUMEUDFSA-N
CHEMBL4753177,,Cc1ccc(Oc2c(/C=N\CCCCCCOc3cc4oc(=O)cc(C)c4cc3Cl)c(C)nn2C)cc1,IC50,4.63,CHEMBL4666153,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,U-87MG ATCC,BKQITERMTHMMCT-MNBJERMJSA-N
CHEMBL1652062,,CC(C)CC1=C(O)C(=O)c2ccccc2C1=O,IC50,4.66,CHEMBL1664369,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,UASBUFXONXNWEH-UHFFFAOYSA-N
CHEMBL220648,,CC(C)CCC1=C(O)C(=O)C2=C(CCCC2)C1=O,IC50,4.7,CHEMBL1664369,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,UUEPXKOCNLABHE-UHFFFAOYSA-N
CHEMBL1652068,,C=CCC1=C(OC2(CC=C)C(=O)C(=O)c3ccccc3C2=O)C(=O)c2ccccc2C1=O,IC50,4.93,CHEMBL1664369,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,GVZVMKCRPIVYCI-UHFFFAOYSA-N
CHEMBL603842,,O=C1c2ccccc2C(=O)c2c1ccc1nc(-c3ccccc3)[nH]c21,IC50,4.81,CHEMBL1664369,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,DONDWNNDTIOAET-UHFFFAOYSA-N
CHEMBL5084279,,Cc1nccc(N2CCCC(CO)(CCCc3ccccc3)C2)n1,IC50,4.72,CHEMBL5050993,Antiproliferative activity against human U87 cells,U-87MG ATCC,GDBWRIBFQMJODQ-UHFFFAOYSA-N
CHEMBL113436,,Cc1ccnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,IC50,9.3,CHEMBL815092,Inhibition of the entry of HIV-1 reporter virus (ADA) into U-87 cells,U-87MG ATCC,DTKUANPECHGGBY-UNMCSNQZSA-N
CHEMBL593976,,COc1cc(-c2nc3ccc4c(c3[nH]2)C(=O)c2ccccc2C4=O)ccc1O,IC50,4.87,CHEMBL1664369,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,FJEOIDUPEMASKE-UHFFFAOYSA-N
CHEMBL1095219,,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)[C@H](N=[N+]=[N-])[C@H]1Br,IC50,5.71,CHEMBL1664369,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,SEEHGZFDYGBTEN-IINYFYTJSA-N
CHEMBL1668699,,CN1CCN(c2ccc3nc(-c4ccc5nc(-c6ccc(Cl)cc6Cl)[nH]c5c4)[nH]c3c2)CC1,IC50,5.82,CHEMBL1671231,Cytotoxicity against human U87 cells after 72 hrs by MTT assay,U-87MG ATCC,CCDYEPLUHUIFGS-UHFFFAOYSA-N
CHEMBL601661,,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1,IC50,7.19,CHEMBL5445968,Affinity Phenotypic Cellular interaction: (Cell growth assay (inhibition of cell proliferation in U87MG(glioma) cancer cells)) EUB0000607a MTOR,U-87MG ATCC,QLHHRYZMBGPBJG-UHFFFAOYSA-N
CHEMBL5181750,,CN(Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1)C(=O)CCCCCCCNC(=O)CCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC(=O)O)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,IC50,4.92,CHEMBL5136479,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by alamar blue assay,U-87MG ATCC,POMJEGFKIONNNS-UHFFFAOYSA-O
CHEMBL1963047,,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCC(=O)O)c2ccccc21,IC50,4.55,CHEMBL5136484,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs in presence of rAOC-Rib by alamar blue assay,U-87MG ATCC,MUEMGQSGNZKFJI-UHFFFAOYSA-O
CHEMBL5086293,,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(OCC(=O)NCc6cn(Cc7ccc(F)cc7)nn6)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,IC50,5.59,CHEMBL5044226,Antiproliferative activity against human LN-229 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,LN-229,GAFFZCCTWJWKRW-SMRIDXHDSA-N
CHEMBL5076793,,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(OCC(=O)NCc6cn(Cc7ccc(Br)cc7)nn6)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,IC50,5.48,CHEMBL5044226,Antiproliferative activity against human LN-229 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,LN-229,ZWTPPPFBFCVMIN-SMRIDXHDSA-N
CHEMBL5090187,,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCc4cn(C)nn4)CC[C@]3(C)CC[C@]12C,IC50,5.56,CHEMBL5044226,Antiproliferative activity against human LN-229 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,LN-229,GAKKQBFYSNJTAZ-CDKFMWKUSA-N
CHEMBL5078218,,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCc4cn(C(C)C)nn4)CC[C@]3(C)CC[C@]12C,IC50,5.67,CHEMBL5044226,Antiproliferative activity against human LN-229 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,LN-229,FRDGYTCJYQGQAW-GTKRWHGSSA-N
CHEMBL5082185,,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCc4cn(Cc5ccc(C)cc5)nn4)CC[C@]3(C)CC[C@]12C,IC50,5.52,CHEMBL5044226,Antiproliferative activity against human LN-229 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,LN-229,MZYJAIGPHMIGGJ-MPOPNXFASA-N
CHEMBL5090187,,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCc4cn(C)nn4)CC[C@]3(C)CC[C@]12C,IC50,5.86,CHEMBL5044228,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,GAKKQBFYSNJTAZ-CDKFMWKUSA-N
CHEMBL5093864,,COc1ccc(Cn2cc(CNC(=O)[C@]3(C)CC[C@]4(C)CC[C@]5(C)C6=CC=C7C(=CC(=O)C(O)=C7C)[C@]6(C)CC[C@@]5(C)[C@@H]4C3)nn2)cc1,IC50,5.87,CHEMBL5044228,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,VYZSZIMIQTZEEB-MPOPNXFASA-N
CHEMBL5080088,,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCc4cn(Cc5nccs5)nn4)CC[C@]3(C)CC[C@]12C,IC50,5.55,CHEMBL5044228,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay,U-87MG ATCC,GJQSIGCKFMWMGG-VZTVURHLSA-N
CHEMBL5629866,,O=C(/C=C/c1ccccc1C(=O)N1CCN(Cc2ccccc2)C12COC2)c1ccccc1,IC50,4.98,CHEMBL5622705,Antiproliferative activity against human U87 cells assessed as cell viability measured after 72 hrs by MTT assay,U-87MG ATCC,RTFCGOREHPBMFR-FOCLMDBBSA-N
CHEMBL5624537,,COc1ccc(C(=O)/C=C/c2cccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)c2)cc1,IC50,5.58,CHEMBL5622705,Antiproliferative activity against human U87 cells assessed as cell viability measured after 72 hrs by MTT assay,U-87MG ATCC,QMNNVZYERQICFT-XNTDXEJSSA-N
CHEMBL5630858,,COc1cc(/C=C/C(=O)c2ccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)s2)cc(OC)c1OC,IC50,5.7,CHEMBL5622705,Antiproliferative activity against human U87 cells assessed as cell viability measured after 72 hrs by MTT assay,U-87MG ATCC,ZTMYZDBKIVWJIQ-MDZDMXLPSA-N
CHEMBL107,COLCHICINE,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,IC50,7.44,CHEMBL5526621,Antiproliferative activity against human U-87 MG assessed as inhibition of cell growth measured after 48 hrs by MTT assay,U-87MG ATCC,IAKHMKGGTNLKSZ-INIZCTEOSA-N
CHEMBL5559415,,NC(=O)CC[C@@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,IC50,4.58,CHEMBL5525323,Antiproliferative activity against human U-87 MG cells incubated for 72 hrs by MTT assay,U-87MG ATCC,JKZNUSZFORUEAM-SECBINFHSA-N
CHEMBL5561148,,CCCCNC(=O)CC[C@@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,IC50,4.54,CHEMBL5525323,Antiproliferative activity against human U-87 MG cells incubated for 72 hrs by MTT assay,U-87MG ATCC,ULRBAUVMGRJVES-CYBMUJFWSA-N
CHEMBL4776893,,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCC3COCCOCCOCCOCCO3)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,IC50,5.52,CHEMBL4772199,Antiproliferative activity against human U-87 MG cells assessed as reduction in cell growth incubated for 72 hrs by SRB assay,U-87MG ATCC,LCZSGCOURDNTLM-UDKUWUAKSA-N
CHEMBL4796409,,CCOC(=O)N1CCC(NC2=C3C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC2=O)C3=O)CC1,IC50,5.96,CHEMBL4772199,Antiproliferative activity against human U-87 MG cells assessed as reduction in cell growth incubated for 72 hrs by SRB assay,U-87MG ATCC,WKJCZMVINQHESV-ZJPQFJDJSA-N
CHEMBL1650631,,Oc1ccccc1-c1nc2ccccc2o1,EC50,4.28,CHEMBL4369488,Antiproliferative activity against human U87MG cells after 72 hrs by sulforhodamine B assay,U-87MG ATCC,GHGZVWOTJDLREY-UHFFFAOYSA-N
CHEMBL5639323,,CNC(=O)c1ccsc1Nc1nc(Nc2ccc(OCCN3CCOCC3)cc2)ncc1C(F)(F)F,IC50,4.92,CHEMBL5635291,Antiproliferative activity against human U-87 MG cells incubated for 48 hrs by MTT assay,U-87MG ATCC,SRTJLCPCKWMLHV-UHFFFAOYSA-N
CHEMBL5639819,,CNC(=O)c1ccsc1Nc1nc(Nc2ccc(N3CCC(N4CCOCC4)CC3)cc2)ncc1Cl,IC50,5.37,CHEMBL5635291,Antiproliferative activity against human U-87 MG cells incubated for 48 hrs by MTT assay,U-87MG ATCC,LESGNHDGUUOEIU-UHFFFAOYSA-N
CHEMBL5641802,,CNC(=O)c1ccsc1Nc1nc(Nc2ccc(N3CCC(N4CCOCC4)CC3)cc2)ncc1C,IC50,4.94,CHEMBL5635291,Antiproliferative activity against human U-87 MG cells incubated for 48 hrs by MTT assay,U-87MG ATCC,YODZWPFTBUADGX-UHFFFAOYSA-N
CHEMBL5186348,,O=C1c2cc(-c3cccnc3)ncc2C(=O)c2c1c(-c1ccccn1)nn2-c1ccc(F)cc1F,IC50,5.6,CHEMBL5141022,Cytotoxicity against human U-87 MG cells,U-87MG ATCC,SPPMCRAMSPCJPH-UHFFFAOYSA-N
CHEMBL5618297,,Cc1ccc(CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(c2c[nH]c3ccccc23)c2c[nH]c3ccccc23)cc1,IC50,4.38,CHEMBL5616776,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth incubated for 68 hrs by CCK-8 assay,U-87MG ATCC,ODALRGSBKLSMHT-DHUJRADRSA-N
CHEMBL5619209,,CC(C)CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,IC50,4.76,CHEMBL5616776,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth incubated for 68 hrs by CCK-8 assay,U-87MG ATCC,PWLTUGNQRLCODH-YTTGMZPUSA-N
CHEMBL5619323,,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(c1c[nH]c2ccc(C(F)(F)F)cc12)c1c[nH]c2ccc(C(F)(F)F)cc12,IC50,5.26,CHEMBL5616777,Antiproliferative activity against human LN-229 cells assessed as inhibition of cell growth incubated for 68 hrs by CCK-8 assay,LN-229,HHNHRKMSQZHDMP-NDEPHWFRSA-N
CHEMBL5620297,,CCCCCCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,IC50,4.59,CHEMBL5616777,Antiproliferative activity against human LN-229 cells assessed as inhibition of cell growth incubated for 68 hrs by CCK-8 assay,LN-229,NAOYDIWOTBXUJD-XIFFEERXSA-N
CHEMBL5618638,,CCCCCCCCCCCCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,IC50,4.97,CHEMBL5616777,Antiproliferative activity against human LN-229 cells assessed as inhibition of cell growth incubated for 68 hrs by CCK-8 assay,LN-229,CHENBVQGLCJZOL-KDXMTYKHSA-N
CHEMBL3989958,IVOSIDENIB,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,IC50,7.72,CHEMBL5625304,Antiproliferative activity against human U-87 MG cells assessed as reduction in cell growth by CCK-8 assay,U-87MG ATCC,WIJZXSAJMHAVGX-DHLKQENFSA-N
CHEMBL5631386,,C=CC(=O)N1CCN(Cc2ccc([C@H](C)Nc3ncc4c(n3)N(C(C)C)C(=O)OC4)cc2)CC1,IC50,8.59,CHEMBL5625326,Antiproliferative activity against human U-87 MG cells harboring IDH1 R132H mutant measured after 72 hrs by MTT assay,U-87MG ATCC,AZWXCHCQFFUQCW-SFHVURJKSA-N
CHEMBL5284130,,c1cn2cc(-c3ccc4ncn(C5CCCCC5)c4c3)nc(-c3ccc4ncn(C5CCCCC5)c4c3)c2n1,IC50,6.09,CHEMBL5625481,Growth inhibition against human SNB-75 cells,SNB-75,XEFFCFLZLHGTDK-UHFFFAOYSA-N
CHEMBL314863,,COc1ccc(-c2cc3c(OC)cc(OC)cc3n(CC#N)c2=O)cc1,IC50,5.0,CHEMBL620413,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay,A-172,FLSXZIXQFOPKOC-UHFFFAOYSA-N
CHEMBL3797512,,CC(=O)N[C@H](C)[C@@H](O)[C@@H](C)[C@@H]1OC(=O)/C=C/C=C(C)\C=C\[C@]2(C)CCC=C[C@@H]2/C=C(C)/C=C/[C@H]1C,IC50,7.2,CHEMBL5365701,Antiproliferative activity against human SF-295 cells by Alamar Blue assay,SF295,AIIZZRMMCAVMCU-GXNNERPOSA-N
CHEMBL4754687,,CCS(=O)(=O)Nc1ccc(NC(=O)c2ccc(OC)cc2)cc1OCc1cc(OC)ccc1OC,IC50,7.92,CHEMBL4713866,Antiproliferative activity against human A 172 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,A-172,FBNFIWKETUMPPR-UHFFFAOYSA-N
CHEMBL4777368,,Cc1c(C#N)c2nc(C(C)C)cn2c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,IC50,6.23,CHEMBL4768586,Antiproliferative activity against human U-87 MG cells assessed as cell growth inhibition measured after 4 to 6 days by celltiter-glo luminescent cell viability assay,U-87MG ATCC,DJZJBAJKDQXEMV-UHFFFAOYSA-N
